fold,inner,base_id,family,context,smoothing,candidate_id,score
1,1,b07_ctx8,hgb,8,4,b07_ctx8_smooth4,0.34731603755760093
1,1,b08_ctx1,hgb,1,1,b08_ctx1_smooth1,0.3750775656926263
1,1,b08_ctx1,hgb,1,4,b08_ctx1_smooth4,0.3732834943606608
1,1,b08_ctx8,hgb,8,1,b08_ctx8_smooth1,0.3461125903102631
1,1,b08_ctx8,hgb,8,4,b08_ctx8_smooth4,0.35217434086325616
1,1,b09_ctx1,hgb,1,1,b09_ctx1_smooth1,0.3648846045644768
1,1,b09_ctx1,hgb,1,4,b09_ctx1_smooth4,0.3674594976382206
1,1,b09_ctx8,hgb,8,1,b09_ctx8_smooth1,0.35533270497007235
1,1,b09_ctx8,hgb,8,4,b09_ctx8_smooth4,0.3502325434163418
1,1,b10_ctx1,hgb,1,1,b10_ctx1_smooth1,0.3777304110624612
1,1,b10_ctx1,hgb,1,4,b10_ctx1_smooth4,0.3793846990518306
1,1,b10_ctx8,hgb,8,1,b10_ctx8_smooth1,0.3714541861566664
1,1,b10_ctx8,hgb,8,4,b10_ctx8_smooth4,0.365313859157328
1,1,b11_ctx1,hgb,1,1,b11_ctx1_smooth1,0.34336190378445053
1,1,b11_ctx1,hgb,1,4,b11_ctx1_smooth4,0.35113015232031675
1,1,b11_ctx8,hgb,8,1,b11_ctx8_smooth1,0.35133451067545773
1,1,b11_ctx8,hgb,8,4,b11_ctx8_smooth4,0.3497208315661194
1,1,b12_ctx1,qda,1,1,b12_ctx1_smooth1,0.34959655312290205
1,1,b12_ctx1,qda,1,4,b12_ctx1_smooth4,0.3465382902220786
1,1,b12_ctx8,qda,8,1,b12_ctx8_smooth1,0.33659977719095374
1,1,b12_ctx8,qda,8,4,b12_ctx8_smooth4,0.33683443580250066
1,1,b13_ctx1,qda,1,1,b13_ctx1_smooth1,0.35337540109347504
1,1,b13_ctx1,qda,1,4,b13_ctx1_smooth4,0.3530469167528919
1,1,b13_ctx8,qda,8,1,b13_ctx8_smooth1,0.34503130321699316
1,1,b13_ctx8,qda,8,4,b13_ctx8_smooth4,0.3492751893302997
1,1,b14_ctx1,qda,1,1,b14_ctx1_smooth1,0.3434215745794829
1,1,b14_ctx1,qda,1,4,b14_ctx1_smooth4,0.34144391491806503
1,1,b14_ctx8,qda,8,1,b14_ctx8_smooth1,0.3370526286466472
1,1,b14_ctx8,qda,8,4,b14_ctx8_smooth4,0.34138710886853174
1,1,b15_ctx1,fusion_logistic,1,1,b15_ctx1_smooth1,0.3476118461252871
1,1,b15_ctx1,fusion_logistic,1,4,b15_ctx1_smooth4,0.34798338933099926
1,1,b15_ctx8,fusion_logistic,8,1,b15_ctx8_smooth1,0.3446731587882787
1,1,b15_ctx8,fusion_logistic,8,4,b15_ctx8_smooth4,0.3518039135605177
1,1,b16_ctx1,fusion_logistic,1,1,b16_ctx1_smooth1,0.3588484737741147
1,1,b16_ctx1,fusion_logistic,1,4,b16_ctx1_smooth4,0.3502676450523681
1,1,b16_ctx8,fusion_logistic,8,1,b16_ctx8_smooth1,0.3498171245614181
1,1,b16_ctx8,fusion_logistic,8,4,b16_ctx8_smooth4,0.3476919400378835
1,1,b17_ctx1,fusion_logistic,1,1,b17_ctx1_smooth1,0.362573212682715
1,1,b17_ctx1,fusion_logistic,1,4,b17_ctx1_smooth4,0.3508160774066888
1,1,b17_ctx8,fusion_logistic,8,1,b17_ctx8_smooth1,0.34505716399032044
1,1,b17_ctx8,fusion_logistic,8,4,b17_ctx8_smooth4,0.3478850229372102
1,1,b18_ctx1,fusion_logistic,1,1,b18_ctx1_smooth1,0.36444799390124777
1,1,b18_ctx1,fusion_logistic,1,4,b18_ctx1_smooth4,0.35124010689091734
1,1,b18_ctx8,fusion_logistic,8,1,b18_ctx8_smooth1,0.3439601972541836
1,1,b18_ctx8,fusion_logistic,8,4,b18_ctx8_smooth4,0.3438723655736295
1,1,b19_ctx1,fusion_lda,1,1,b19_ctx1_smooth1,0.35794776544200724
1,1,b19_ctx1,fusion_lda,1,4,b19_ctx1_smooth4,0.3526399570693389
1,1,b19_ctx8,fusion_lda,8,1,b19_ctx8_smooth1,0.3438195065756539
1,1,b19_ctx8,fusion_lda,8,4,b19_ctx8_smooth4,0.34822938238866635
1,1,b20_ctx1,fusion_lda,1,1,b20_ctx1_smooth1,0.3452089292580393
1,1,b20_ctx1,fusion_lda,1,4,b20_ctx1_smooth4,0.34710776048824327
1,1,b20_ctx8,fusion_lda,8,1,b20_ctx8_smooth1,0.34542873258464485
1,1,b20_ctx8,fusion_lda,8,4,b20_ctx8_smooth4,0.3496715703181062
1,1,b21_ctx1,fusion_lda,1,1,b21_ctx1_smooth1,0.33785621505617736
1,1,b21_ctx1,fusion_lda,1,4,b21_ctx1_smooth4,0.33717580398778046
1,1,b21_ctx8,fusion_lda,8,1,b21_ctx8_smooth1,0.3405328781450214
1,1,b21_ctx8,fusion_lda,8,4,b21_ctx8_smooth4,0.34649157485261206
1,2,b00_ctx1,svm_rbf,1,1,b00_ctx1_smooth1,0.3379004839706876
1,2,b00_ctx1,svm_rbf,1,4,b00_ctx1_smooth4,0.3306377275862706
1,2,b00_ctx8,svm_rbf,8,1,b00_ctx8_smooth1,0.32818346495857703
1,2,b00_ctx8,svm_rbf,8,4,b00_ctx8_smooth4,0.32279960634897137
1,2,b01_ctx1,svm_rbf,1,1,b01_ctx1_smooth1,0.333548273523859
1,2,b01_ctx1,svm_rbf,1,4,b01_ctx1_smooth4,0.33219060044700877
1,2,b01_ctx8,svm_rbf,8,1,b01_ctx8_smooth1,0.3337557663716052
1,2,b01_ctx8,svm_rbf,8,4,b01_ctx8_smooth4,0.32589037135033844
1,2,b02_ctx1,svm_rbf,1,1,b02_ctx1_smooth1,0.337444778041977
1,2,b02_ctx1,svm_rbf,1,4,b02_ctx1_smooth4,0.33452998749404383
1,2,b02_ctx8,svm_rbf,8,1,b02_ctx8_smooth1,0.33882147932626855
1,2,b02_ctx8,svm_rbf,8,4,b02_ctx8_smooth4,0.3314971547842926
1,2,b03_ctx1,svm_rbf,1,1,b03_ctx1_smooth1,0.34730988837197824
1,2,b03_ctx1,svm_rbf,1,4,b03_ctx1_smooth4,0.35461593520878937
1,2,b03_ctx8,svm_rbf,8,1,b03_ctx8_smooth1,0.33374294090105694
1,2,b03_ctx8,svm_rbf,8,4,b03_ctx8_smooth4,0.33561288056408517
1,2,b04_ctx1,svm_rbf,1,1,b04_ctx1_smooth1,0.3390966936877516
1,2,b04_ctx1,svm_rbf,1,4,b04_ctx1_smooth4,0.3400572421884789
1,2,b04_ctx8,svm_rbf,8,1,b04_ctx8_smooth1,0.3398466951680413
1,2,b04_ctx8,svm_rbf,8,4,b04_ctx8_smooth4,0.34320877579473436
1,2,b05_ctx1,svm_rbf,1,1,b05_ctx1_smooth1,0.34578448720168853
1,2,b05_ctx1,svm_rbf,1,4,b05_ctx1_smooth4,0.35478988969585284
1,2,b05_ctx8,svm_rbf,8,1,b05_ctx8_smooth1,0.343658313397957
1,2,b05_ctx8,svm_rbf,8,4,b05_ctx8_smooth4,0.34738861674334925
1,2,b06_ctx1,hgb,1,1,b06_ctx1_smooth1,0.33718870647808347
1,2,b06_ctx1,hgb,1,4,b06_ctx1_smooth4,0.3406829793973421
1,2,b06_ctx8,hgb,8,1,b06_ctx8_smooth1,0.34706929485767063
1,2,b06_ctx8,hgb,8,4,b06_ctx8_smooth4,0.3487356139240186
1,2,b07_ctx1,hgb,1,1,b07_ctx1_smooth1,0.340537249827338
1,2,b07_ctx1,hgb,1,4,b07_ctx1_smooth4,0.33818552116396133
1,2,b07_ctx8,hgb,8,1,b07_ctx8_smooth1,0.3523854790319766
1,2,b07_ctx8,hgb,8,4,b07_ctx8_smooth4,0.3522775618989097
1,2,b08_ctx1,hgb,1,1,b08_ctx1_smooth1,0.3482878071944368
1,2,b08_ctx1,hgb,1,4,b08_ctx1_smooth4,0.35942339345411445
1,2,b08_ctx8,hgb,8,1,b08_ctx8_smooth1,0.34359005734792886
1,2,b08_ctx8,hgb,8,4,b08_ctx8_smooth4,0.3530477093757844
1,2,b09_ctx1,hgb,1,1,b09_ctx1_smooth1,0.35656598534078726
1,2,b09_ctx1,hgb,1,4,b09_ctx1_smooth4,0.3618667332593032
1,2,b09_ctx8,hgb,8,1,b09_ctx8_smooth1,0.35824844236560893
1,2,b09_ctx8,hgb,8,4,b09_ctx8_smooth4,0.36664182359615655
1,2,b10_ctx1,hgb,1,1,b10_ctx1_smooth1,0.3513047553474575
1,2,b10_ctx1,hgb,1,4,b10_ctx1_smooth4,0.3613360350561556
1,2,b10_ctx8,hgb,8,1,b10_ctx8_smooth1,0.35808900082668804
1,2,b10_ctx8,hgb,8,4,b10_ctx8_smooth4,0.36812785275881366
1,2,b11_ctx1,hgb,1,1,b11_ctx1_smooth1,0.3451503987282688
1,2,b11_ctx1,hgb,1,4,b11_ctx1_smooth4,0.3610075770592221
1,2,b11_ctx8,hgb,8,1,b11_ctx8_smooth1,0.3532136321507474
1,2,b11_ctx8,hgb,8,4,b11_ctx8_smooth4,0.3559294654663201
1,2,b12_ctx1,qda,1,1,b12_ctx1_smooth1,0.3407140272960214
1,2,b12_ctx1,qda,1,4,b12_ctx1_smooth4,0.33358032087037787
1,2,b12_ctx8,qda,8,1,b12_ctx8_smooth1,0.3305765616426349
1,2,b12_ctx8,qda,8,4,b12_ctx8_smooth4,0.32855544717828716
1,2,b13_ctx1,qda,1,1,b13_ctx1_smooth1,0.33288311258002623
1,2,b13_ctx1,qda,1,4,b13_ctx1_smooth4,0.3262686636432902
1,2,b13_ctx8,qda,8,1,b13_ctx8_smooth1,0.34249184385186154
1,2,b13_ctx8,qda,8,4,b13_ctx8_smooth4,0.3454570753018949
1,2,b14_ctx1,qda,1,1,b14_ctx1_smooth1,0.3401572990736667
1,2,b14_ctx1,qda,1,4,b14_ctx1_smooth4,0.33633812767518223
1,2,b14_ctx8,qda,8,1,b14_ctx8_smooth1,0.33392130533342446
1,2,b14_ctx8,qda,8,4,b14_ctx8_smooth4,0.32328373249483655
1,2,b15_ctx1,fusion_logistic,1,1,b15_ctx1_smooth1,0.3421853699796269
1,2,b15_ctx1,fusion_logistic,1,4,b15_ctx1_smooth4,0.3434451826854336
1,2,b15_ctx8,fusion_logistic,8,1,b15_ctx8_smooth1,0.3634609590594204
1,2,b15_ctx8,fusion_logistic,8,4,b15_ctx8_smooth4,0.3603929970611979
1,2,b16_ctx1,fusion_logistic,1,1,b16_ctx1_smooth1,0.3457118116578635
1,2,b16_ctx1,fusion_logistic,1,4,b16_ctx1_smooth4,0.35211835477694675
1,2,b16_ctx8,fusion_logistic,8,1,b16_ctx8_smooth1,0.35998343154155904
1,2,b16_ctx8,fusion_logistic,8,4,b16_ctx8_smooth4,0.3636622115979599
1,2,b17_ctx1,fusion_logistic,1,1,b17_ctx1_smooth1,0.3465333671037444
1,2,b17_ctx1,fusion_logistic,1,4,b17_ctx1_smooth4,0.35106957193787175
1,2,b17_ctx8,fusion_logistic,8,1,b17_ctx8_smooth1,0.3615164242961712
1,2,b17_ctx8,fusion_logistic,8,4,b17_ctx8_smooth4,0.3663289464163063
1,2,b18_ctx1,fusion_logistic,1,1,b18_ctx1_smooth1,0.3492358892876146
1,2,b18_ctx1,fusion_logistic,1,4,b18_ctx1_smooth4,0.3478853209180435
1,2,b18_ctx8,fusion_logistic,8,1,b18_ctx8_smooth1,0.3640850115056399
1,2,b18_ctx8,fusion_logistic,8,4,b18_ctx8_smooth4,0.37120087095587173
1,2,b19_ctx1,fusion_lda,1,1,b19_ctx1_smooth1,0.34466890558133895
1,2,b19_ctx1,fusion_lda,1,4,b19_ctx1_smooth4,0.34841626432982536
1,2,b19_ctx8,fusion_lda,8,1,b19_ctx8_smooth1,0.3628958335698097
1,2,b19_ctx8,fusion_lda,8,4,b19_ctx8_smooth4,0.36927710440928196
1,2,b20_ctx1,fusion_lda,1,1,b20_ctx1_smooth1,0.33659100129825775
1,2,b20_ctx1,fusion_lda,1,4,b20_ctx1_smooth4,0.34169167903944936
1,2,b20_ctx8,fusion_lda,8,1,b20_ctx8_smooth1,0.35507813607913385
1,2,b20_ctx8,fusion_lda,8,4,b20_ctx8_smooth4,0.3494723582320575
1,2,b21_ctx1,fusion_lda,1,1,b21_ctx1_smooth1,0.3340107296292001
1,2,b21_ctx1,fusion_lda,1,4,b21_ctx1_smooth4,0.32530115186212194
1,2,b21_ctx8,fusion_lda,8,1,b21_ctx8_smooth1,0.3349330174775379
1,2,b21_ctx8,fusion_lda,8,4,b21_ctx8_smooth4,0.32177679150225735
1,3,b00_ctx1,svm_rbf,1,1,b00_ctx1_smooth1,0.34736113905763255
1,3,b00_ctx1,svm_rbf,1,4,b00_ctx1_smooth4,0.33248960010215683
1,3,b00_ctx8,svm_rbf,8,1,b00_ctx8_smooth1,0.3546497930970425
1,3,b00_ctx8,svm_rbf,8,4,b00_ctx8_smooth4,0.3239833939854453
1,3,b01_ctx1,svm_rbf,1,1,b01_ctx1_smooth1,0.3591439205018931
1,3,b01_ctx1,svm_rbf,1,4,b01_ctx1_smooth4,0.3469486038822315
1,3,b01_ctx8,svm_rbf,8,1,b01_ctx8_smooth1,0.3650260820107695
1,3,b01_ctx8,svm_rbf,8,4,b01_ctx8_smooth4,0.34339199908657386
1,3,b02_ctx1,svm_rbf,1,1,b02_ctx1_smooth1,0.34667609371028835
1,3,b02_ctx1,svm_rbf,1,4,b02_ctx1_smooth4,0.3294505875140344
1,3,b02_ctx8,svm_rbf,8,1,b02_ctx8_smooth1,0.3458878365817093
1,3,b02_ctx8,svm_rbf,8,4,b02_ctx8_smooth4,0.3289616686540927
1,3,b03_ctx1,svm_rbf,1,1,b03_ctx1_smooth1,0.3415647861883295
1,3,b03_ctx1,svm_rbf,1,4,b03_ctx1_smooth4,0.3282246948235448
1,3,b03_ctx8,svm_rbf,8,1,b03_ctx8_smooth1,0.3636693464095645
1,3,b03_ctx8,svm_rbf,8,4,b03_ctx8_smooth4,0.3407845252246058
1,3,b04_ctx1,svm_rbf,1,1,b04_ctx1_smooth1,0.34120748874188844
1,3,b04_ctx1,svm_rbf,1,4,b04_ctx1_smooth4,0.32997112050264976
1,3,b04_ctx8,svm_rbf,8,1,b04_ctx8_smooth1,0.33864836148723926
1,3,b04_ctx8,svm_rbf,8,4,b04_ctx8_smooth4,0.3113096040153888
1,3,b05_ctx1,svm_rbf,1,1,b05_ctx1_smooth1,0.3295196993681911
1,3,b05_ctx1,svm_rbf,1,4,b05_ctx1_smooth4,0.3237063805868152
1,3,b05_ctx8,svm_rbf,8,1,b05_ctx8_smooth1,0.34237994638980335
1,3,b05_ctx8,svm_rbf,8,4,b05_ctx8_smooth4,0.33334191477564534
1,3,b06_ctx1,hgb,1,1,b06_ctx1_smooth1,0.374733987589294
1,3,b06_ctx1,hgb,1,4,b06_ctx1_smooth4,0.36789890177484513
1,3,b06_ctx8,hgb,8,1,b06_ctx8_smooth1,0.35493638819471784
1,3,b06_ctx8,hgb,8,4,b06_ctx8_smooth4,0.3326503588949347
1,3,b07_ctx1,hgb,1,1,b07_ctx1_smooth1,0.36721179176043567
1,3,b07_ctx1,hgb,1,4,b07_ctx1_smooth4,0.35591659469633924
1,3,b07_ctx8,hgb,8,1,b07_ctx8_smooth1,0.35830820260017254
1,3,b07_ctx8,hgb,8,4,b07_ctx8_smooth4,0.34081124185970946
1,3,b08_ctx1,hgb,1,1,b08_ctx1_smooth1,0.3873094144582253
1,3,b08_ctx1,hgb,1,4,b08_ctx1_smooth4,0.3717999379545801
1,3,b08_ctx8,hgb,8,1,b08_ctx8_smooth1,0.35293186972767887
1,3,b08_ctx8,hgb,8,4,b08_ctx8_smooth4,0.33313651959013796
1,3,b09_ctx1,hgb,1,1,b09_ctx1_smooth1,0.35913976765747685
1,3,b09_ctx1,hgb,1,4,b09_ctx1_smooth4,0.3650708407357922
1,3,b09_ctx8,hgb,8,1,b09_ctx8_smooth1,0.34649389911567763
1,3,b09_ctx8,hgb,8,4,b09_ctx8_smooth4,0.3454302882599159
1,3,b10_ctx1,hgb,1,1,b10_ctx1_smooth1,0.37161484991658245
1,3,b10_ctx1,hgb,1,4,b10_ctx1_smooth4,0.36386663161590754
1,3,b10_ctx8,hgb,8,1,b10_ctx8_smooth1,0.35889759799357385
1,3,b10_ctx8,hgb,8,4,b10_ctx8_smooth4,0.347616586972208
1,3,b11_ctx1,hgb,1,1,b11_ctx1_smooth1,0.36606664619338314
1,3,b11_ctx1,hgb,1,4,b11_ctx1_smooth4,0.35148964092298407
1,3,b11_ctx8,hgb,8,1,b11_ctx8_smooth1,0.3653021233933038
1,3,b11_ctx8,hgb,8,4,b11_ctx8_smooth4,0.36029585461133234
1,3,b12_ctx1,qda,1,1,b12_ctx1_smooth1,0.33851391142869725
1,3,b12_ctx1,qda,1,4,b12_ctx1_smooth4,0.3407816153391689
1,3,b12_ctx8,qda,8,1,b12_ctx8_smooth1,0.26579246890002944
1,3,b12_ctx8,qda,8,4,b12_ctx8_smooth4,0.2626791718726672
1,3,b13_ctx1,qda,1,1,b13_ctx1_smooth1,0.3447519570342676
1,3,b13_ctx1,qda,1,4,b13_ctx1_smooth4,0.35254536119853797
1,3,b13_ctx8,qda,8,1,b13_ctx8_smooth1,0.28983973328897894
1,3,b13_ctx8,qda,8,4,b13_ctx8_smooth4,0.2764644016376803
1,3,b14_ctx1,qda,1,1,b14_ctx1_smooth1,0.3441393452725554
1,3,b14_ctx1,qda,1,4,b14_ctx1_smooth4,0.3412037095133551
1,3,b14_ctx8,qda,8,1,b14_ctx8_smooth1,0.3474092577398751
1,3,b14_ctx8,qda,8,4,b14_ctx8_smooth4,0.32431895674384503
1,3,b15_ctx1,fusion_logistic,1,1,b15_ctx1_smooth1,0.3499229868855172
1,3,b15_ctx1,fusion_logistic,1,4,b15_ctx1_smooth4,0.34416441104096823
1,3,b15_ctx8,fusion_logistic,8,1,b15_ctx8_smooth1,0.3418069419247553
1,3,b15_ctx8,fusion_logistic,8,4,b15_ctx8_smooth4,0.3132434167313794
1,3,b16_ctx1,fusion_logistic,1,1,b16_ctx1_smooth1,0.34791597572311445
1,3,b16_ctx1,fusion_logistic,1,4,b16_ctx1_smooth4,0.3436347192781243
1,3,b16_ctx8,fusion_logistic,8,1,b16_ctx8_smooth1,0.32670826034565215
1,3,b16_ctx8,fusion_logistic,8,4,b16_ctx8_smooth4,0.3027565721315998
1,3,b17_ctx1,fusion_logistic,1,1,b17_ctx1_smooth1,0.3447748066071579
1,3,b17_ctx1,fusion_logistic,1,4,b17_ctx1_smooth4,0.34341920714269975
1,3,b17_ctx8,fusion_logistic,8,1,b17_ctx8_smooth1,0.32254567903896264
1,3,b17_ctx8,fusion_logistic,8,4,b17_ctx8_smooth4,0.299938319737439
1,3,b18_ctx1,fusion_logistic,1,1,b18_ctx1_smooth1,0.3451078875641469
1,3,b18_ctx1,fusion_logistic,1,4,b18_ctx1_smooth4,0.3435443627479087
1,3,b18_ctx8,fusion_logistic,8,1,b18_ctx8_smooth1,0.3242665064941278
1,3,b18_ctx8,fusion_logistic,8,4,b18_ctx8_smooth4,0.3037393593429676
1,3,b19_ctx1,fusion_lda,1,1,b19_ctx1_smooth1,0.34733502314979037
1,3,b19_ctx1,fusion_lda,1,4,b19_ctx1_smooth4,0.34273534263742306
1,3,b19_ctx8,fusion_lda,8,1,b19_ctx8_smooth1,0.33072309755168733
1,3,b19_ctx8,fusion_lda,8,4,b19_ctx8_smooth4,0.31211339172694785
1,3,b20_ctx1,fusion_lda,1,1,b20_ctx1_smooth1,0.3538925438145186
1,3,b20_ctx1,fusion_lda,1,4,b20_ctx1_smooth4,0.3503522885966308
1,3,b20_ctx8,fusion_lda,8,1,b20_ctx8_smooth1,0.3379857157012712
1,3,b20_ctx8,fusion_lda,8,4,b20_ctx8_smooth4,0.32039038377707746
1,3,b21_ctx1,fusion_lda,1,1,b21_ctx1_smooth1,0.3628744306016774
1,3,b21_ctx1,fusion_lda,1,4,b21_ctx1_smooth4,0.35908894511768574
1,3,b21_ctx8,fusion_lda,8,1,b21_ctx8_smooth1,0.3521829346702832
1,3,b21_ctx8,fusion_lda,8,4,b21_ctx8_smooth4,0.31847748935943726
2,1,b00_ctx1,svm_rbf,1,1,b00_ctx1_smooth1,0.32077881100750716
2,1,b00_ctx1,svm_rbf,1,4,b00_ctx1_smooth4,0.31534108729139765
2,1,b00_ctx8,svm_rbf,8,1,b00_ctx8_smooth1,0.31027699917906615
2,1,b00_ctx8,svm_rbf,8,4,b00_ctx8_smooth4,0.30924213978848536
2,1,b01_ctx1,svm_rbf,1,1,b01_ctx1_smooth1,0.3159231872252311
2,1,b01_ctx1,svm_rbf,1,4,b01_ctx1_smooth4,0.3174907457760064
2,1,b01_ctx8,svm_rbf,8,1,b01_ctx8_smooth1,0.3202722439555025
2,1,b01_ctx8,svm_rbf,8,4,b01_ctx8_smooth4,0.31751393679823664
2,1,b02_ctx1,svm_rbf,1,1,b02_ctx1_smooth1,0.320934419315245
2,1,b02_ctx1,svm_rbf,1,4,b02_ctx1_smooth4,0.3190324828457676
2,1,b02_ctx8,svm_rbf,8,1,b02_ctx8_smooth1,0.329942394609343
2,1,b02_ctx8,svm_rbf,8,4,b02_ctx8_smooth4,0.3304077429030627
2,1,b03_ctx1,svm_rbf,1,1,b03_ctx1_smooth1,0.3240819410011617
2,1,b03_ctx1,svm_rbf,1,4,b03_ctx1_smooth4,0.3223496613919459
2,1,b03_ctx8,svm_rbf,8,1,b03_ctx8_smooth1,0.32480666282544646
2,1,b03_ctx8,svm_rbf,8,4,b03_ctx8_smooth4,0.3299924962018153
2,1,b04_ctx1,svm_rbf,1,1,b04_ctx1_smooth1,0.3238914159896171
2,1,b04_ctx1,svm_rbf,1,4,b04_ctx1_smooth4,0.32749087471346056
2,1,b04_ctx8,svm_rbf,8,1,b04_ctx8_smooth1,0.3313825881402672
2,1,b04_ctx8,svm_rbf,8,4,b04_ctx8_smooth4,0.33369953261510166
2,1,b05_ctx1,svm_rbf,1,1,b05_ctx1_smooth1,0.3187097370187331
2,1,b05_ctx1,svm_rbf,1,4,b05_ctx1_smooth4,0.326154213826475
2,1,b05_ctx8,svm_rbf,8,1,b05_ctx8_smooth1,0.34537905134970415
2,1,b05_ctx8,svm_rbf,8,4,b05_ctx8_smooth4,0.34261384950010493
2,1,b06_ctx1,hgb,1,1,b06_ctx1_smooth1,0.31941086717877726
2,1,b06_ctx1,hgb,1,4,b06_ctx1_smooth4,0.3218509130050998
2,1,b06_ctx8,hgb,8,1,b06_ctx8_smooth1,0.3086115622202974
2,1,b06_ctx8,hgb,8,4,b06_ctx8_smooth4,0.3086772932089454
2,1,b07_ctx1,hgb,1,1,b07_ctx1_smooth1,0.33862947687003336
2,1,b07_ctx1,hgb,1,4,b07_ctx1_smooth4,0.3469566318129732
2,1,b07_ctx8,hgb,8,1,b07_ctx8_smooth1,0.32473954692178186
2,1,b07_ctx8,hgb,8,4,b07_ctx8_smooth4,0.33236852715065845
2,1,b08_ctx1,hgb,1,1,b08_ctx1_smooth1,0.3329803507678549
2,1,b08_ctx1,hgb,1,4,b08_ctx1_smooth4,0.338700514852916
2,1,b08_ctx8,hgb,8,1,b08_ctx8_smooth1,0.31099719986030594
2,1,b08_ctx8,hgb,8,4,b08_ctx8_smooth4,0.30765157485233885
2,1,b09_ctx1,hgb,1,1,b09_ctx1_smooth1,0.33733357297667393
2,1,b09_ctx1,hgb,1,4,b09_ctx1_smooth4,0.3525160725488746
2,1,b09_ctx8,hgb,8,1,b09_ctx8_smooth1,0.319390830167014
2,1,b09_ctx8,hgb,8,4,b09_ctx8_smooth4,0.33012888067757823
2,1,b10_ctx1,hgb,1,1,b10_ctx1_smooth1,0.33935457145975567
2,1,b10_ctx1,hgb,1,4,b10_ctx1_smooth4,0.3502240724348833
2,1,b10_ctx8,hgb,8,1,b10_ctx8_smooth1,0.3270224222823065
2,1,b10_ctx8,hgb,8,4,b10_ctx8_smooth4,0.3244858606893491
2,1,b11_ctx1,hgb,1,1,b11_ctx1_smooth1,0.3445349318958747
2,1,b11_ctx1,hgb,1,4,b11_ctx1_smooth4,0.35836955770186163
2,1,b11_ctx8,hgb,8,1,b11_ctx8_smooth1,0.3391912918356688
2,1,b11_ctx8,hgb,8,4,b11_ctx8_smooth4,0.3457595403018809
2,1,b12_ctx1,qda,1,1,b12_ctx1_smooth1,0.31848111374206167
2,1,b12_ctx1,qda,1,4,b12_ctx1_smooth4,0.3231736706576493
2,1,b12_ctx8,qda,8,1,b12_ctx8_smooth1,0.3246522595437303
2,1,b12_ctx8,qda,8,4,b12_ctx8_smooth4,0.320092975513307
2,1,b13_ctx1,qda,1,1,b13_ctx1_smooth1,0.3129302751796351
2,1,b13_ctx1,qda,1,4,b13_ctx1_smooth4,0.3157010447553596
2,1,b13_ctx8,qda,8,1,b13_ctx8_smooth1,0.3066599980509254
